date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:45:46	37045/37045	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406b6-90b5%22	https://ui-themez.smartinnovates.net/items/daniels/js/bootstrap.min.js	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/js/bootstrap.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/main.html)
17:45:46	1418/1418	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406ba-58a%22	https://ui-themez.smartinnovates.net/items/daniels/js/scrollIt.min.js	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/js/scrollIt.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/main.html)
17:45:46	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406b8-4ef8%22	https://ui-themez.smartinnovates.net/items/daniels/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/js/jquery.magnific-popup.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/main.html)
17:45:47	42854/42854	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406ba-a766%22	https://ui-themez.smartinnovates.net/items/daniels/js/owl.carousel.min.js	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/js/owl.carousel.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/main.html)
17:45:47	12597/12597	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406b8-3135%22	https://ui-themez.smartinnovates.net/items/daniels/js/jquery.stellar.min.js	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/js/jquery.stellar.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/main.html)
17:45:47	5532/5532	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406b6-159c%22	https://ui-themez.smartinnovates.net/items/daniels/js/animated.headline.js	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/js/animated.headline.js	(from https://ui-themez.smartinnovates.net/items/daniels/main.html)
17:45:47	9028/9028	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406b9-2344%22	https://ui-themez.smartinnovates.net/items/daniels/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/js/jquery.waypoints.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/main.html)
17:45:48	1115/1115	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406b7-45b%22	https://ui-themez.smartinnovates.net/items/daniels/js/jquery.counterup.min.js	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/js/jquery.counterup.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/main.html)
17:45:48	40863/40863	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406b8-9f9f%22	https://ui-themez.smartinnovates.net/items/daniels/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/js/isotope.pkgd.min.js	(from https://ui-themez.smartinnovates.net/items/daniels/main.html)
17:45:48	11730/11730	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406ba-2dd2%22	https://ui-themez.smartinnovates.net/items/daniels/js/validator.js	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/js/validator.js	(from https://ui-themez.smartinnovates.net/items/daniels/main.html)
17:45:49	5192/5192	---MCZ	200	added ('OK')	application/javascript	etag:W/%22637406b6-1448%22	https://ui-themez.smartinnovates.net/items/daniels/js/custom.js	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/js/custom.js	(from https://ui-themez.smartinnovates.net/items/daniels/main.html)
17:45:50	20335/20335	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22637406a3-4f6f%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.eot	(from https://ui-themez.smartinnovates.net/items/daniels/css/bootstrap.min.css)
17:45:50	20335/20335	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22637406a3-4f6f%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regulard41d.eot	(from https://ui-themez.smartinnovates.net/items/daniels/css/bootstrap.min.css)
17:45:51	40869/40869	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Jan%202024%2010:45:50%20GMT	https://ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.woff2	(from https://ui-themez.smartinnovates.net/items/daniels/css/bootstrap.min.css)
17:45:51	23320/23320	---M--	200	added ('OK')	application/font-woff	etag:%22637406a4-5b18%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.woff	(from https://ui-themez.smartinnovates.net/items/daniels/css/bootstrap.min.css)
17:45:52	41280/41280	---M--	200	added ('OK')	application/octet-stream	etag:%22637406a3-a140%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.ttf	(from https://ui-themez.smartinnovates.net/items/daniels/css/bootstrap.min.css)
17:45:52	40486/40486	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Jan%202024%2010:45:51%20GMT	https://ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/fonts/glyphicons-halflings-regular.svg	(from https://ui-themez.smartinnovates.net/items/daniels/css/bootstrap.min.css)
17:45:53	40486/40486	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Jan%202024%2010:45:52%20GMT	https://ui-themez.smartinnovates.net/items/daniels/css/owl.video.play.png	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/css/owl.video.play.png	(from https://ui-themez.smartinnovates.net/items/daniels/css/owl.carousel.min.css)
17:45:54	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226374069e-2876e%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfontd41d.eot	(from https://ui-themez.smartinnovates.net/items/daniels/css/font-awesome.min.css)
17:45:54	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226374069e-2876e%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont3e6e.eot	(from https://ui-themez.smartinnovates.net/items/daniels/css/font-awesome.min.css)
17:45:54	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%22637406a1-12d68%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont3e6e.woff2	(from https://ui-themez.smartinnovates.net/items/daniels/css/font-awesome.min.css)
17:45:55	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%22637406a0-17ee8%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont3e6e.woff	(from https://ui-themez.smartinnovates.net/items/daniels/css/font-awesome.min.css)
17:45:55	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%22637406a1-286ac%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont3e6e.ttf	(from https://ui-themez.smartinnovates.net/items/daniels/css/font-awesome.min.css)
17:45:55	40870/40870	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Jan%202024%2010:45:54%20GMT	https://ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/fonts/fontawesome-webfont3e6e.svg	(from https://ui-themez.smartinnovates.net/items/daniels/css/font-awesome.min.css)
17:45:55	32694/32694	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226374069a-7fb6%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/et-line.eot	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/fonts/et-line.eot	(from https://ui-themez.smartinnovates.net/items/daniels/css/et-line.css)
17:45:56	32694/32694	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226374069a-7fb6%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/et-line.eot?	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/fonts/et-lined41d.eot	(from https://ui-themez.smartinnovates.net/items/daniels/css/et-line.css)
17:45:56	55220/55220	---M--	200	added ('OK')	application/font-woff	etag:%226374069b-d7b4%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/et-line.woff	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/fonts/et-line.woff	(from https://ui-themez.smartinnovates.net/items/daniels/css/et-line.css)
17:45:56	32536/32536	---M--	200	added ('OK')	application/octet-stream	etag:%226374069a-7f18%22	https://ui-themez.smartinnovates.net/items/daniels/fonts/et-line.ttf	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/fonts/et-line.ttf	(from https://ui-themez.smartinnovates.net/items/daniels/css/et-line.css)
17:45:57	40486/40486	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Jan%202024%2010:45:56%20GMT	https://ui-themez.smartinnovates.net/items/daniels/fonts/et-line.svg	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/fonts/et-line.svg	(from https://ui-themez.smartinnovates.net/items/daniels/css/et-line.css)
17:45:57	8854/8854	---MCZ	200	added ('OK')	text/css	etag:W/%2263740697-2296%22	https://ui-themez.smartinnovates.net/items/daniels/css/main.css	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/css/main.css	(from https://ui-themez.smartinnovates.net/items/daniels/css/style.css)
17:45:57	949/949	---M--	200	added ('OK')	image/png	etag:%22637406ac-3b5%22	https://ui-themez.smartinnovates.net/items/daniels/img/dots.png	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/img/dots.png	(from https://ui-themez.smartinnovates.net/items/daniels/css/style.css)
17:45:57	28556/28556	---M--	200	added ('OK')	image/jpeg	etag:%22637406be-6f8c%22	https://ui-themez.smartinnovates.net/items/daniels/img/blog/4.jpg	C:/My%20Web%20Sites/fazri%20project%201/ui-themez.smartinnovates.net/items/daniels/img/blog/4.jpg	(from https://ui-themez.smartinnovates.net/items/daniels/main.html)
